track,seed,window,start,end,Sharpe Ratio,Sortino Ratio,Information Ratio,Max Drawdown,Total Return,Trading Frequency,Turnover,n_fills,n_days,n_rejections,final_equity
equities,seed_0_trend_following,train,2015-01-01,2020-12-31,0.5096688972603237,0.5945565340039674,-0.009833029545239604,-0.3755272876232306,0.7033660054957451,45.19655857048313,0.022731792238344286,271,1511,0,1703366.0054957357
equities,seed_1_mean_reversion,train,2015-01-01,2020-12-31,0.2530650793011781,0.29743951501356847,-0.4299228763044444,-0.4377632169204043,0.20683411213633884,1226.1442753143613,0.6435991125051587,7352,1511,0,1206834.1121363405
equities,seed_2_volatility,train,2015-01-01,2020-12-31,0.6285691019223065,0.7465676125054841,-0.11849188712817996,-0.3179313826556749,0.7717548350340393,681.6174718729318,0.0147963598891638,4087,1511,0,1771754.8350340384
equities,seed_3_volume_liquidity,train,2015-01-01,2020-12-31,0.5618836869194684,0.683878407298372,-0.5626755404919528,-0.34107453694398127,0.7093675681021134,2595.716743878226,0.0593464083932952,15564,1511,0,1709367.5681021116
equities,seed_4_breakout,train,2015-01-01,2020-12-31,0.6800043601423836,0.817374963813448,-0.03987725404164679,-0.22215257831475582,0.7885245810186636,1108.066181336863,0.06469748290923796,6644,1511,0,1788524.5810186635
equities,seed_5_statistical_arb,train,2015-01-01,2020-12-31,0.14803416161847918,0.08193977575132617,-0.5754860854435628,-0.0922892288832156,0.023798238983354647,74.04897418927862,0.251652035791849,444,1511,0,1023798.2389833548
equities,seed_6_risk_parity,train,2015-01-01,2020-12-31,0.6285691019223065,0.7465676125054841,-0.11849188712817996,-0.3179313826556749,0.7717548350340393,681.6174718729318,0.0147963598891638,4087,1511,0,1771754.8350340384
equities,seed_7_calendar_seasonal,train,2015-01-01,2020-12-31,0.7624506761799077,0.5242894229447718,-0.2920626152197272,-0.09127756708833266,0.44967519369198805,542.8590337524818,0.17059561015158553,3255,1511,0,1449675.1936919885
equities,seed_8_benchmark,train,2015-01-01,2020-12-31,0.7131955391647926,0.8548364414203106,0.40147375850682354,-0.3030260265026697,0.9800618998708452,2.501654533421575,0.004039580423909061,15,1511,0,1980061.8998708604
